CWE,TP,FP,FN,Precision,Recall,F1
CWE-282,0,1,286,0.0,0.0,0.0
CWE-285,0,3,615,0.0,0.0,0.0
CWE-667,0,1,3,0.0,0.0,0.0
CWE-749,0,3,83,0.0,0.0,0.0
CWE-758,0,1,137,0.0,0.0,0.0
CWE-862,0,1,0,0.0,0.0,0.0
