CWE,TP,FP,FN,Precision,Recall,F1
CWE-20,1,3,269,0.25,0.0037,0.0073
CWE-285,0,0,614,0.0,0.0,0.0
CWE-362,0,0,29,0.0,0.0,0.0
CWE-391,0,0,0,0.0,0.0,0.0
CWE-862,0,0,0,0.0,0.0,0.0
CWE-1265,0,0,92,0.0,0.0,0.0
