CWE,TP,FP,FN,Precision,Recall,F1
CWE-20,0,0,307,0.0,0.0,0.0
CWE-123,0,1,0,0.0,0.0,0.0
CWE-190,8,286,53,0.0272,0.1311,0.0451
CWE-282,0,5,301,0.0,0.0,0.0
CWE-285,0,1,713,0.0,0.0,0.0
CWE-362,0,3,64,0.0,0.0,0.0
CWE-391,0,2,0,0.0,0.0,0.0
CWE-667,0,5,2,0.0,0.0,0.0
CWE-670,2,83,333,0.0235,0.006,0.0095
CWE-749,0,0,93,0.0,0.0,0.0
CWE-758,1,4,150,0.2,0.0066,0.0128
CWE-826,0,0,28,0.0,0.0,0.0
CWE-829,2,69,73,0.0282,0.0267,0.0274
CWE-862,0,1,0,0.0,0.0,0.0
CWE-1265,0,2,133,0.0,0.0,0.0
