CWE,TP,FP,FN,Precision,Recall,F1
CWE-20,0,0,303,0.0,0.0,0.0
CWE-190,0,0,60,0.0,0.0,0.0
CWE-561,0,0,271,0.0,0.0,0.0
CWE-665,0,0,53,0.0,0.0,0.0
CWE-749,0,0,94,0.0,0.0,0.0
CWE-826,0,0,28,0.0,0.0,0.0
CWE-829,0,0,75,0.0,0.0,0.0
CWE-908,0,0,0,0.0,0.0,0.0
CWE-1265,0,0,108,0.0,0.0,0.0
