CWE,TP,FP,FN,Precision,Recall,F1
CWE-190,3,48,37,0.0588,0.075,0.0659
CWE-191,0,32,16,0.0,0.0,0.0
CWE-282,0,0,286,0.0,0.0,0.0
CWE-362,0,1,29,0.0,0.0,0.0
CWE-400,0,1,239,0.0,0.0,0.0
CWE-829,0,0,70,0.0,0.0,0.0
CWE-1265,0,1,92,0.0,0.0,0.0
