CWE,TP,FP,FN,Precision,Recall,F1
CWE-190,1,31,39,0.0312,0.025,0.0278
CWE-191,0,13,0,0.0,0.0,0.0
CWE-195,0,0,0,0.0,0.0,0.0
CWE-197,0,1,0,0.0,0.0,0.0
CWE-362,0,4,29,0.0,0.0,0.0
CWE-369,0,0,36,0.0,0.0,0.0
CWE-682,0,0,1976,0.0,0.0,0.0
CWE-829,0,1,65,0.0,0.0,0.0
CWE-834,0,0,196,0.0,0.0,0.0
CWE-1265,0,3,92,0.0,0.0,0.0
